player_name,surface,total_partidas,percentual_vitorias,media_ace_pct,media_df_pct
Byron Black,Carpet,63,0.5238095238095238,0.05816927844448331,0.03245940255976734
Byron Black,Clay,32,0.34375,0.0355561582970526,0.03408282559327059
Byron Black,Grass,86,0.6046511627906976,0.046508726801260954,0.047936217006768304
Byron Black,Hard,270,0.5,0.04352930332643392,0.030983655569257054
Cameron Norrie,Clay,99,0.6161616161616161,0.050542394838764895,0.031069592631377742
Cameron Norrie,Grass,41,0.5365853658536586,0.0654342352309234,0.038220428709681384
Cameron Norrie,Hard,219,0.5707762557077626,0.06498126861611637,0.037287612964752664
Carl Uwe Steeb,Carpet,59,0.4576271186440678,0.043127637447235204,0.023357759382534007
Carl Uwe Steeb,Clay,88,0.42045454545454547,0.03172026118461435,0.02270444503954665
Carl Uwe Steeb,Hard,70,0.4714285714285714,0.035666765651692016,0.023705538117596254
Carlos Alcaraz,Clay,99,0.8181818181818182,0.03648508821258794,0.028391738759520495
Carlos Alcaraz,Grass,27,0.8888888888888888,0.07151342435745589,0.03554906419554006
Carlos Alcaraz,Hard,137,0.7518248175182481,0.062074069586765396,0.02704361948804745
Carlos Berlocq,Clay,205,0.45365853658536587,0.036643836643558046,0.029376837732010656
Carlos Berlocq,Grass,24,0.25,0.06466776701615219,0.037454046164131664
Carlos Berlocq,Hard,84,0.32142857142857145,0.04758064112587356,0.040861156573077026
Carlos Costa,Carpet,24,0.20833333333333334,0.06957891269044233,0.02877851780273895
Carlos Costa,Clay,289,0.6124567474048442,0.05291641837638028,0.031524614031447386
Carlos Costa,Hard,89,0.449438202247191,0.05933989832300991,0.04098516636454707
Carlos Moya,Carpet,27,0.4074074074074074,0.07251848707287349,0.02886018244013105
Carlos Moya,Clay,453,0.6931567328918322,0.05149381590320893,0.02691938661550758
Carlos Moya,Grass,27,0.4444444444444444,0.09180940462054886,0.050366308161055036
Carlos Moya,Hard,343,0.5947521865889213,0.07884820916240985,0.03502261382720033
Carlos Taberner,Clay,27,0.3333333333333333,0.029218543070779392,0.04817158580808399
Carsten Arriens,Clay,21,0.42857142857142855,0.038665972386441795,0.030608110493265575
Carsten Arriens,Hard,37,0.5135135135135135,0.041455802310337186,0.028181071261571287
Casper Ruud,Clay,195,0.7333333333333333,0.05469888057750589,0.028038822559705773
Casper Ruud,Hard,179,0.5586592178770949,0.07995700856943823,0.026937359576701764
Cecil Mamiit,Hard,109,0.3486238532110092,0.04271009708956012,0.03538787024479449
Cedric Pioline,Carpet,116,0.5603448275862069,0.09007892141575227,0.0404657979011427
Cedric Pioline,Clay,189,0.5502645502645502,0.050515856426834066,0.03773794227039833
Cedric Pioline,Grass,72,0.6111111111111112,0.07633656636095734,0.06744171392403328
Cedric Pioline,Hard,257,0.5525291828793775,0.07646503921921126,0.045675197817500984
Cedrik Marcel Stebe,Clay,32,0.5,0.03422950035746346,0.035554194272179415
Cedrik Marcel Stebe,Hard,38,0.3157894736842105,0.0562787831746693,0.04120358979622409
Cem Ilkel,Hard,20,0.35,0.058857666334579804,0.040198343050876356
Chris Garner,Hard,20,0.4,0.055629948362718916,0.02335132196774264
Chris Guccione,Hard,70,0.4142857142857143,0.1878677244747939,0.03747927616913682
Chris Pridham,Hard,44,0.4772727272727273,0.04497188226223324,0.038466180487403606
Chris Wilkinson,Grass,43,0.4186046511627907,0.04988866053562638,0.049601527723926814
Chris Wilkinson,Hard,24,0.20833333333333334,0.05570881842188983,0.03529738583692542
Chris Woodruff,Carpet,20,0.6,0.10878241887179149,0.040725129063985156
Chris Woodruff,Clay,41,0.4634146341463415,0.0630793330148171,0.05579935188524329
Chris Woodruff,Grass,20,0.5,0.056495121345700575,0.044099126426423704
Chris Woodruff,Hard,128,0.5234375,0.0788780302120374,0.05383650413311195
Christian Bergstrom,Carpet,38,0.42105263157894735,0.04646119819286733,0.02475302608280836
Christian Bergstrom,Clay,47,0.48936170212765956,0.022979206351242634,0.021701650031109656
Christian Bergstrom,Hard,79,0.5822784810126582,0.03277707782561395,0.024250496442474408
Christian Miniussi,Clay,43,0.46511627906976744,0.031237482187911916,0.03757859600902774
Christian Ruud,Clay,149,0.5033557046979866,0.028597450496484083,0.035350194782808986
Christian Ruud,Hard,62,0.3064516129032258,0.04394626386586813,0.040521034646154
Christian Saceanu,Grass,22,0.5909090909090909,0.04477438674917068,0.059097091048783294
Christian Saceanu,Hard,25,0.12,0.05604078282392275,0.06071098130748062
Christian Vinck,Hard,29,0.27586206896551724,0.043753975514256804,0.04533754491194412
Christo Van Rensburg,Carpet,20,0.4,0.04937766455549112,0.07826247762298602
Christo Van Rensburg,Grass,29,0.6206896551724138,0.05226850044985193,0.09651030407335051
Christo Van Rensburg,Hard,53,0.3584905660377358,0.05158978641680874,0.08313003677784456
Christophe Rochus,Clay,152,0.42105263157894735,0.020504775154214845,0.03511802602416928
Christophe Rochus,Grass,25,0.12,0.021534577050487974,0.04355205079855069
Christophe Rochus,Hard,126,0.3253968253968254,0.028086005892563635,0.044522490195211796
Christopher Eubanks,Grass,25,0.6,0.14671188751584838,0.037473248779146276
Christopher Eubanks,Hard,69,0.36231884057971014,0.12141780053600089,0.03849307005544057
Christopher Oconnell,Clay,25,0.36,0.06556857403020765,0.0329774765362463
Christopher Oconnell,Hard,82,0.4146341463414634,0.09936626502847638,0.023060881799752454
Chuck Adams,Carpet,20,0.55,0.0508744836151188,0.025907132193984724
Chuck Adams,Hard,123,0.5121951219512195,0.0604348475807768,0.030009542732233312
Chun Hsin Tseng,Hard,24,0.25,0.03346208348438678,0.04337806730473303
Claudio Mezzadri,Clay,53,0.4528301886792453,0.0355230468445304,0.03644392215420255
Claudio Pistolesi,Clay,46,0.43478260869565216,0.028669987426969194,0.023643099008285293
Constant Lestienne,Hard,44,0.36363636363636365,0.06031252627529928,0.03700448440112395
Corentin Moutet,Clay,64,0.40625,0.018038453259660938,0.03367725310909494
Corentin Moutet,Hard,73,0.4246575342465753,0.027921253268138345,0.03464065554989435
Cristian Garin,Clay,134,0.5970149253731343,0.0470133924997938,0.038415365539190345
Cristian Garin,Hard,84,0.39285714285714285,0.05796650641075176,0.039783256606437854
Cristiano Caratti,Carpet,32,0.40625,0.03633464218562433,0.040391757947698684
Cristiano Caratti,Clay,21,0.3333333333333333,0.012884876195265122,0.04014117673348096
Cristiano Caratti,Hard,106,0.3867924528301887,0.02621392984179863,0.041021191591075847
Cyril Saulnier,Carpet,27,0.5555555555555556,0.10610276343716175,0.040461434288807496
Cyril Saulnier,Grass,24,0.4166666666666667,0.07801844356068342,0.03550602875175318
Cyril Saulnier,Hard,118,0.4067796610169492,0.09615682718045679,0.03949535723443776
Damir Dzumhur,Clay,67,0.44776119402985076,0.024997831884790135,0.017539110191350942
Damir Dzumhur,Hard,166,0.463855421686747,0.03225214479875549,0.040828922253437705
